name,supplier,observed_count,inferred_topk,missing_topk
PRO_004127,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""银行金融服务"", ""地理遥感信息及测绘地理信息服务""]","[""数字化商务服务"", ""咨询与调查"", ""银行金融服务"", ""地理遥感信息及测绘地理信息服务""]"
PRO_004128,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""银行金融服务""]","[""数字资本市场服务"", ""证券市场服务"", ""银行金融服务""]"
PRO_004011,SUP_0266,1,"[""数字化商务服务"", ""银行金融服务"", ""国家行政机构"", ""应用软件开发"", ""数字政府"", ""互联网批发零售""]","[""银行金融服务"", ""国家行政机构"", ""应用软件开发"", ""数字政府"", ""互联网批发零售""]"
PRO_004012,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""证券市场服务"", ""金融信息服务""]"
PRO_004034,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""数字资本市场服务"", ""金融信息服务""]"
PRO_004052,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]"
PRO_004079,SUP_0266,1,"[""数字化商务服务"", ""行政办公自动化"", ""其他未列明食品制造"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务"", ""其他商务服务业"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字社会"", ""数字金融""]","[""数字化商务服务"", ""行政办公自动化"", ""其他未列明食品制造"", ""地理遥感信息及测绘地理信息服务"", ""银行金融服务"", ""其他商务服务业"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字社会"", ""数字金融""]"
PRO_004046,SUP_0266,1,"[""其他商务服务业"", ""住宅房屋建筑"", ""贸易经纪与代理"", ""房地产开发经营"", ""人力资源服务"", ""国家行政机构"", ""数字化商务服务"", ""其他互联网平台""]","[""其他商务服务业"", ""住宅房屋建筑"", ""贸易经纪与代理"", ""房地产开发经营"", ""人力资源服务"", ""国家行政机构"", ""数字化商务服务"", ""其他互联网平台""]"
PRO_004032,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""数字资本市场服务"", ""金融信息服务""]"
PRO_004109,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""银行金融服务""]","[""证券市场服务"", ""银行金融服务""]"
PRO_004108,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]"
PRO_003988,SUP_0266,1,"[""其他房屋建筑业"", ""住宅房屋建筑"", ""银行金融服务"", ""数字化建筑业"", ""其他商务服务业"", ""环境治理业"", ""土地调查评估服务"", ""数字技术研究和试验发展"", ""数字化商务服务"", ""贸易经纪与代理""]","[""其他房屋建筑业"", ""银行金融服务"", ""数字化建筑业"", ""其他商务服务业"", ""环境治理业"", ""土地调查评估服务"", ""数字技术研究和试验发展"", ""数字化商务服务"", ""贸易经纪与代理""]"
PRO_000653,SUP_0038,1,"[""银行金融服务"", ""金融信息服务"", ""其他数字金融"", ""数字资本市场服务"", ""数字社会"", ""数字金融"", ""咨询与调查""]","[""金融信息服务"", ""其他数字金融"", ""数字资本市场服务"", ""数字社会"", ""数字金融"", ""咨询与调查""]"
PRO_001763,SUP_0127,1,"[""银行金融服务"", ""数字社会"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""互联网保险"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展"", ""数字资本市场服务""]","[""数字社会"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""互联网保险"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展"", ""数字资本市场服务""]"
PRO_001764,SUP_0127,1,"[""银行金融服务"", ""数字社会"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""互联网保险"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展"", ""数字资本市场服务""]","[""数字社会"", ""汽车、摩托车、零配件和燃料及其他动力销售"", ""互联网保险"", ""互联网零售"", ""电信"", ""数字技术研究和试验发展"", ""数字资本市场服务""]"
PRO_001787,SUP_0128,1,"[""智能交通"", ""智慧教育"", ""城市公共交通运输"", ""银行金融服务"", ""行政办公自动化"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]","[""智慧教育"", ""城市公共交通运输"", ""银行金融服务"", ""行政办公自动化"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]"
PRO_001788,SUP_0128,1,"[""智能交通"", ""智慧教育"", ""城市公共交通运输"", ""银行金融服务"", ""行政办公自动化"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]","[""智慧教育"", ""城市公共交通运输"", ""银行金融服务"", ""行政办公自动化"", ""智能化电力、热力、燃气及水生产和供应"", ""地理遥感信息及测绘地理信息服务"", ""其他数字政府"", ""智能车载设备制造"", ""其他互联网平台""]"
PRO_000654,SUP_0038,1,"[""银行金融服务"", ""金融信息服务"", ""数字社会"", ""数字金融"", ""咨询与调查""]","[""银行金融服务"", ""金融信息服务"", ""数字社会"", ""数字金融"", ""咨询与调查""]"
PRO_003932,SUP_0263,1,"[""银行金融服务"", ""互联网批发零售"", ""互联网零售"", ""数字金融"", ""广告业"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业"", ""数字化零售""]","[""银行金融服务"", ""互联网批发零售"", ""数字金融"", ""广告业"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业"", ""数字化零售""]"
PRO_003929,SUP_0263,1,"[""互联网零售"", ""互联网批发零售"", ""金融信息服务"", ""综合管理服务"", ""数字金融"", ""银行金融服务"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业""]","[""互联网批发零售"", ""金融信息服务"", ""综合管理服务"", ""数字金融"", ""银行金融服务"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业""]"
PRO_003930,SUP_0263,1,"[""互联网零售"", ""银行金融服务"", ""数字金融"", ""广告业"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业"", ""数字化零售"", ""网络借贷服务""]","[""互联网零售"", ""银行金融服务"", ""数字金融"", ""广告业"", ""数字化餐饮"", ""数字化住宿"", ""数字内容服务"", ""互联网文体娱乐业"", ""数字化零售"", ""网络借贷服务""]"
PRO_003931,SUP_0263,4,"[""互联网零售"", ""互联网批发零售"", ""银行金融服务"", ""数字金融"", ""数字化零售"", ""网络借贷服务"", ""数字化租赁"", ""高等教育"", ""体育组织"", ""咨询与调查""]","[""互联网零售"", ""互联网批发零售"", ""银行金融服务"", ""数字金融"", ""数字化零售"", ""网络借贷服务"", ""数字化租赁"", ""高等教育"", ""体育组织"", ""咨询与调查""]"
PRO_004062,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""数字政府"", ""数字金融"", ""其他未列明金融业"", ""互联网批发零售"", ""互联网保险""]","[""银行金融服务"", ""数字政府"", ""数字金融"", ""其他未列明金融业"", ""互联网批发零售"", ""互联网保险""]"
PRO_004067,SUP_0266,1,"[""数字化商务服务"", ""知识产权服务"", ""法律服务"", ""数字技术研究和试验发展"", ""其他土木工程建筑"", ""证券市场服务"", ""木质家具制造"", ""电信"", ""广播电视传输服务"", ""卫星传输服务""]","[""数字化商务服务"", ""知识产权服务"", ""法律服务"", ""数字技术研究和试验发展"", ""其他土木工程建筑"", ""证券市场服务"", ""木质家具制造"", ""电信"", ""广播电视传输服务"", ""卫星传输服务""]"
PRO_001710,SUP_0122,1,"[""银行金融服务"", ""其他农业"", ""互联网居民生活服务"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]","[""其他农业"", ""互联网居民生活服务"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]"
PRO_001712,SUP_0122,1,"[""银行金融服务"", ""货币银行服务"", ""行政办公自动化"", ""医院"", ""数字政府"", ""专业公共卫生服务"", ""人力资源服务"", ""网络借贷服务"", ""婚姻服务"", ""家庭服务""]","[""银行金融服务"", ""货币银行服务"", ""行政办公自动化"", ""医院"", ""数字政府"", ""专业公共卫生服务"", ""人力资源服务"", ""网络借贷服务"", ""婚姻服务"", ""家庭服务""]"
PRO_004068,SUP_0266,1,"[""数字化商务服务"", ""法律服务"", ""人力资源服务"", ""咨询与调查"", ""其他互联网平台"", ""资本投资服务"", ""银行金融服务""]","[""数字化商务服务"", ""法律服务"", ""人力资源服务"", ""咨询与调查"", ""其他互联网平台"", ""资本投资服务"", ""银行金融服务""]"
PRO_002859,SUP_0159,5,"[""智能交通"", ""智慧教育"", ""人力资源服务"", ""货币银行服务"", ""数字金融"", ""城市公共交通运输"", ""行政办公自动化"", ""智能道路运输"", ""智慧配送"", ""银行金融服务""]","[""智能交通"", ""智慧教育"", ""人力资源服务"", ""货币银行服务"", ""数字金融"", ""城市公共交通运输"", ""行政办公自动化"", ""智能道路运输"", ""智慧配送"", ""银行金融服务""]"
PRO_004044,SUP_0266,1,"[""房地产开发经营"", ""银行金融服务"", ""土地调查评估服务"", ""数字政府"", ""数字技术研究和试验发展"", ""互联网房地产业"", ""数字化商务服务"", ""木质家具制造""]","[""房地产开发经营"", ""银行金融服务"", ""土地调查评估服务"", ""数字政府"", ""数字技术研究和试验发展"", ""互联网房地产业"", ""数字化商务服务"", ""木质家具制造""]"
PRO_004063,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""资本投资服务"", ""科技中介服务"", ""数字资本市场服务""]","[""咨询与调查"", ""资本投资服务"", ""科技中介服务"", ""数字资本市场服务""]"
PRO_004039,SUP_0266,1,"[""法律服务"", ""银行金融服务"", ""数字化商务服务"", ""住宅房屋建筑"", ""数字金融"", ""数字技术研究和试验发展"", ""知识产权服务"", ""木质家具制造""]","[""银行金融服务"", ""数字化商务服务"", ""住宅房屋建筑"", ""数字金融"", ""数字技术研究和试验发展"", ""知识产权服务"", ""木质家具制造""]"
PRO_005731,SUP_0353,1,"[""银行金融服务"", ""数字政府"", ""数字化商务服务"", ""金融信息服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]","[""银行金融服务"", ""数字政府"", ""数字化商务服务"", ""金融信息服务"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]"
PRO_004086,SUP_0266,1,"[""网上税务办理"", ""法律服务"", ""银行金融服务"", ""其他商务服务业"", ""数字政府"", ""数字技术研究和试验发展""]","[""法律服务"", ""银行金融服务"", ""其他商务服务业"", ""数字政府"", ""数字技术研究和试验发展""]"
PRO_001714,SUP_0122,1,"[""银行金融服务"", ""其他农业"", ""互联网居民生活服务"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]","[""其他农业"", ""互联网居民生活服务"", ""货币银行服务"", ""行政办公自动化"", ""数字政府"", ""专业公共卫生服务""]"
PRO_004101,SUP_0266,1,"[""数字化商务服务"", ""咨询与调查"", ""互联网资讯服务"", ""其他互联网平台"", ""银行金融服务"", ""法律服务"", ""数字资本市场服务""]","[""数字化商务服务"", ""咨询与调查"", ""互联网资讯服务"", ""其他互联网平台"", ""银行金融服务"", ""法律服务"", ""数字资本市场服务""]"
PRO_003993,SUP_0266,1,"[""银行金融服务"", ""数字化商务服务"", ""网上税务办理"", ""互联网保险"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业""]","[""银行金融服务"", ""数字化商务服务"", ""网上税务办理"", ""互联网保险"", ""互联网批发零售"", ""数字金融"", ""其他未列明金融业""]"
PRO_004083,SUP_0266,1,"[""法律服务"", ""数字金融"", ""网上税务办理"", ""银行金融服务"", ""知识产权服务"", ""数字技术研究和试验发展"", ""综合管理服务"", ""其他数字金融""]","[""数字金融"", ""网上税务办理"", ""银行金融服务"", ""知识产权服务"", ""数字技术研究和试验发展"", ""综合管理服务"", ""其他数字金融""]"
PRO_003895,SUP_0252,1,"[""智能道路运输"", ""数字广告"", ""智能交通"", ""房地产开发经营"", ""动漫、游戏及其他数字内容服务"", ""智能化电力、热力、燃气及水生产和供应"", ""数字政府"", ""智慧物流"", ""其他数字政府"", ""软件开发""]","[""智能道路运输"", ""数字广告"", ""房地产开发经营"", ""动漫、游戏及其他数字内容服务"", ""智能化电力、热力、燃气及水生产和供应"", ""数字政府"", ""智慧物流"", ""其他数字政府"", ""软件开发""]"
PRO_004154,SUP_0268,1,"[""银行金融服务"", ""网络借贷服务"", ""广告业"", ""数字化租赁"", ""数字化零售"", ""数字金融"", ""互联网保险""]","[""网络借贷服务"", ""广告业"", ""数字化租赁"", ""数字化零售"", ""数字金融"", ""互联网保险""]"
PRO_004100,SUP_0266,1,"[""数字资本市场服务"", ""数字技术研究和试验发展"", ""数字化商务服务"", ""知识产权服务"", ""住宅房屋建筑"", ""银行金融服务"", ""法律服务""]","[""数字资本市场服务"", ""数字技术研究和试验发展"", ""数字化商务服务"", ""知识产权服务"", ""住宅房屋建筑"", ""银行金融服务"", ""法律服务""]"
PRO_004099,SUP_0266,1,"[""数字资本市场服务"", ""数字化商务服务"", ""法律服务"", ""证券市场服务"", ""人力资源服务"", ""数字技术研究和试验发展"", ""互联网资讯服务""]","[""数字化商务服务"", ""法律服务"", ""证券市场服务"", ""人力资源服务"", ""数字技术研究和试验发展"", ""互联网资讯服务""]"
PRO_004096,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务""]","[""证券市场服务"", ""金融信息服务""]"
PRO_004095,SUP_0266,1,"[""数字资本市场服务"", ""证券市场服务"", ""金融信息服务"", ""银行金融服务""]","[""数字资本市场服务"", ""金融信息服务"", ""银行金融服务""]"
PRO_004056,SUP_0266,1,"[""住宅房屋建筑"", ""数字化商务服务"", ""其他土木工程建筑"", ""数字化建筑业"", ""法律服务"", ""木质家具制造"", ""电信"", ""广播电视传输服务"", ""卫星传输服务""]","[""住宅房屋建筑"", ""数字化商务服务"", ""数字化建筑业"", ""法律服务"", ""木质家具制造"", ""电信"", ""广播电视传输服务"", ""卫星传输服务""]"
PRO_004057,SUP_0266,1,"[""其他土木工程建筑"", ""数字化建筑业"", ""住宅房屋建筑"", ""电信"", ""其他未列明食品制造"", ""行政办公自动化"", ""数字化商务服务"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""广播电视传输服务""]","[""其他土木工程建筑"", ""数字化建筑业"", ""电信"", ""其他未列明食品制造"", ""行政办公自动化"", ""数字化商务服务"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""广播电视传输服务""]"
PRO_004058,SUP_0266,1,"[""住宅房屋建筑"", ""其他土木工程建筑"", ""数字化商务服务"", ""数字技术研究和试验发展"", ""国家行政机构"", ""电信"", ""广播电视传输服务"", ""卫星传输服务"", ""木质家具制造""]","[""住宅房屋建筑"", ""其他土木工程建筑"", ""数字化商务服务"", ""数字技术研究和试验发展"", ""国家行政机构"", ""电信"", ""广播电视传输服务"", ""卫星传输服务"", ""木质家具制造""]"
PRO_004055,SUP_0266,1,"[""住宅房屋建筑"", ""数字化建筑业"", ""其他土木工程建筑"", ""数字化商务服务"", ""国家行政机构"", ""数字技术研究和试验发展"", ""电信"", ""广播电视传输服务"", ""卫星传输服务"", ""木质家具制造""]","[""住宅房屋建筑"", ""数字化建筑业"", ""数字化商务服务"", ""国家行政机构"", ""数字技术研究和试验发展"", ""电信"", ""广播电视传输服务"", ""卫星传输服务"", ""木质家具制造""]"
PRO_004514,SUP_0292,1,"[""智能道路运输"", ""智能交通"", ""数字化零售"", ""数字广告"", ""数字政府"", ""其他数字政府"", ""智慧物流"", ""橡胶制品业"", ""塑料制品业"", ""房地产开发经营""]","[""智能道路运输"", ""智能交通"", ""数字化零售"", ""数字广告"", ""数字政府"", ""其他数字政府"", ""智慧物流"", ""橡胶制品业"", ""塑料制品业"", ""房地产开发经营""]"
PRO_001090,SUP_0078,2,"[""银行金融服务"", ""数字化商务服务"", ""数字政府"", ""网上税务办理"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]","[""数字化商务服务"", ""数字政府"", ""网上税务办理"", ""数字金融"", ""其他未列明金融业"", ""数字资本市场服务""]"
PRO_004643,SUP_0298,2,"[""银行金融服务"", ""网上税务办理"", ""数字社会"", ""数字技术研究和试验发展"", ""数字政府"", ""法律服务"", ""其他数字政府""]","[""数字社会"", ""数字技术研究和试验发展"", ""数字政府"", ""法律服务"", ""其他数字政府""]"
PRO_004671,SUP_0298,3,"[""银行金融服务"", ""数字金融"", ""行政办公自动化"", ""环境治理业"", ""数字政府"", ""房地产开发经营"", ""供应链管理服务"", ""网上税务办理"", ""数字社会""]","[""行政办公自动化"", ""环境治理业"", ""房地产开发经营"", ""供应链管理服务"", ""网上税务办理"", ""数字社会""]"
PRO_004600,SUP_0298,2,"[""银行金融服务"", ""数字金融"", ""行政办公自动化"", ""环境治理业"", ""房地产开发经营"", ""供应链管理服务"", ""网上税务办理"", ""数字政府"", ""数字社会""]","[""银行金融服务"", ""行政办公自动化"", ""环境治理业"", ""房地产开发经营"", ""供应链管理服务"", ""网上税务办理"", ""数字社会""]"
PRO_004611,SUP_0298,2,"[""银行金融服务"", ""金融信息服务"", ""数字社会"", ""数字政府"", ""数字技术研究和试验发展""]","[""金融信息服务"", ""数字社会"", ""数字技术研究和试验发展""]"
PRO_004580,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字技术研究和试验发展"", ""金融信息服务"", ""数字金融"", ""其他数字技术应用业""]","[""数字社会"", ""数字政府"", ""数字技术研究和试验发展"", ""金融信息服务"", ""数字金融"", ""其他数字技术应用业""]"
PRO_004613,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字技术研究和试验发展"", ""法律服务"", ""数字金融"", ""其他数字技术应用业""]","[""数字社会"", ""数字技术研究和试验发展"", ""法律服务"", ""数字金融"", ""其他数字技术应用业""]"
PRO_004560,SUP_0298,3,"[""银行金融服务"", ""数字社会"", ""数字金融"", ""数字资本市场服务"", ""其他数字政府""]","[""数字资本市场服务"", ""其他数字政府""]"
PRO_004553,SUP_0298,2,"[""银行金融服务"", ""数字政府"", ""金融信息服务"", ""数字社会"", ""数字技术研究和试验发展""]","[""金融信息服务"", ""数字社会"", ""数字技术研究和试验发展""]"
PRO_004596,SUP_0298,1,"[""银行金融服务"", ""数字政府"", ""出版业"", ""数字资本市场服务"", ""数字金融"", ""基础软件开发"", ""数字社会"", ""智能制造""]","[""数字政府"", ""出版业"", ""数字资本市场服务"", ""数字金融"", ""基础软件开发"", ""数字社会"", ""智能制造""]"
PRO_004634,SUP_0298,3,"[""银行金融服务"", ""数字政府"", ""数字社会"", ""数字资本市场服务"", ""数字金融"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化"", ""智能制造""]","[""银行金融服务"", ""数字政府"", ""数字资本市场服务"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化""]"
PRO_004675,SUP_0298,3,"[""房地产开发经营"", ""土地调查评估服务"", ""土地登记服务"", ""银行金融服务"", ""数字政府"", ""互联网房地产业"", ""数字化商务服务"", ""木质家具制造"", ""数字社会"", ""互联网零售""]","[""房地产开发经营"", ""土地调查评估服务"", ""土地登记服务"", ""互联网房地产业"", ""数字化商务服务"", ""木质家具制造"", ""数字社会"", ""互联网零售""]"
PRO_004585,SUP_0298,3,"[""银行金融服务"", ""数字政府"", ""数字金融"", ""数字社会"", ""数字资本市场服务"", ""基础软件开发"", ""智能制造"", ""其他数字技术应用业""]","[""银行金融服务"", ""数字政府"", ""数字资本市场服务"", ""基础软件开发"", ""其他数字技术应用业""]"
PRO_004663,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字资本市场服务"", ""数字金融"", ""数字技术研究和试验发展"", ""数字政府"", ""法律服务"", ""行政办公自动化"", ""其他数字技术应用业""]","[""数字社会"", ""数字资本市场服务"", ""数字金融"", ""数字技术研究和试验发展"", ""法律服务"", ""行政办公自动化"", ""其他数字技术应用业""]"
PRO_004543,SUP_0298,2,"[""数字金融"", ""咨询与调查"", ""互联网房地产业"", ""数字社会"", ""银行金融服务"", ""互联网搜索服务"", ""物联网技术服务"", ""可穿戴智能设备制造"", ""互联网数据服务"", ""数字政府""]","[""数字金融"", ""咨询与调查"", ""互联网房地产业"", ""数字社会"", ""互联网搜索服务"", ""物联网技术服务"", ""可穿戴智能设备制造"", ""互联网数据服务"", ""数字政府""]"
PRO_004604,SUP_0298,2,"[""银行金融服务"", ""其他商务服务业"", ""数字政府"", ""行政办公自动化"", ""数字社会"", ""住宅房屋建筑"", ""数字金融"", ""智能制造"", ""基础软件开发"", ""数字技术研究和试验发展""]","[""其他商务服务业"", ""行政办公自动化"", ""数字社会"", ""住宅房屋建筑"", ""数字金融"", ""智能制造"", ""基础软件开发"", ""数字技术研究和试验发展""]"
PRO_004636,SUP_0298,3,"[""银行金融服务"", ""数字政府"", ""数字社会"", ""法律服务"", ""金融信息服务"", ""数字金融"", ""其他数字技术应用业""]","[""数字政府"", ""法律服务"", ""金融信息服务"", ""数字金融"", ""其他数字技术应用业""]"
PRO_004673,SUP_0298,2,"[""银行金融服务"", ""行政办公自动化"", ""数字化商务服务"", ""数字政府"", ""其他未列明食品制造"", ""电信"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字社会"", ""数字金融""]","[""行政办公自动化"", ""数字化商务服务"", ""数字政府"", ""其他未列明食品制造"", ""电信"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]"
PRO_004602,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""行政办公自动化"", ""数字化商务服务"", ""其他未列明食品制造"", ""电信"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融"", ""数字政府""]","[""数字社会"", ""行政办公自动化"", ""数字化商务服务"", ""其他未列明食品制造"", ""电信"", ""正餐服务"", ""食品、饮料及烟草制品专门零售"", ""数字金融""]"
PRO_004647,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""智能制造"", ""行政办公自动化""]","[""数字社会"", ""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""智能制造"", ""行政办公自动化""]"
PRO_004591,SUP_0298,3,"[""银行金融服务"", ""数字政府"", ""数字社会"", ""数字资本市场服务"", ""法律服务"", ""数字金融"", ""数字技术研究和试验发展""]","[""银行金融服务"", ""数字政府"", ""数字资本市场服务"", ""法律服务"", ""数字技术研究和试验发展""]"
PRO_004557,SUP_0298,2,"[""住宅房屋建筑"", ""银行金融服务"", ""其他房屋建筑业"", ""数字社会"", ""其他商务服务业"", ""数字技术研究和试验发展"", ""数字政府"", ""行政办公自动化"", ""铁路、道路、隧道和桥梁工程建筑"", ""土木工程建筑""]","[""住宅房屋建筑"", ""其他房屋建筑业"", ""数字社会"", ""其他商务服务业"", ""数字技术研究和试验发展"", ""数字政府"", ""行政办公自动化"", ""铁路、道路、隧道和桥梁工程建筑"", ""土木工程建筑""]"
PRO_004533,SUP_0298,1,"[""知识产权服务"", ""数字技术研究和试验发展"", ""数字社会"", ""数字金融"", ""银行金融服务"", ""数字政府"", ""其他数字技术应用业""]","[""知识产权服务"", ""数字技术研究和试验发展"", ""数字社会"", ""数字金融"", ""数字政府"", ""其他数字技术应用业""]"
PRO_004688,SUP_0298,3,"[""银行金融服务"", ""数字金融"", ""数字社会"", ""数字政府"", ""数字资本市场服务"", ""出版业"", ""智能制造"", ""其他数字技术应用业""]","[""数字金融"", ""数字社会"", ""数字资本市场服务"", ""出版业"", ""智能制造"", ""其他数字技术应用业""]"
PRO_004617,SUP_0298,3,"[""知识产权服务"", ""银行金融服务"", ""数字技术研究和试验发展"", ""数字金融"", ""数字社会"", ""数字政府"", ""其他数字技术应用业""]","[""知识产权服务"", ""数字金融"", ""数字政府"", ""其他数字技术应用业""]"
PRO_004576,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展"", ""数字金融"", ""法律服务"", ""行政办公自动化""]","[""数字社会"", ""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展"", ""数字金融"", ""法律服务"", ""行政办公自动化""]"
PRO_004627,SUP_0298,2,"[""数字政府"", ""数字金融"", ""银行金融服务"", ""数字社会"", ""数字资本市场服务"", ""其他未列明金融业"", ""互联网批发零售"", ""数字技术研究和试验发展"", ""基础软件开发""]","[""数字金融"", ""数字社会"", ""数字资本市场服务"", ""其他未列明金融业"", ""互联网批发零售"", ""数字技术研究和试验发展"", ""基础软件开发""]"
PRO_004538,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展"", ""其他数字政府"", ""数字金融"", ""法律服务"", ""行政办公自动化""]","[""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展"", ""其他数字政府"", ""数字金融"", ""法律服务"", ""行政办公自动化""]"
PRO_004593,SUP_0298,3,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字资本市场服务"", ""数字金融"", ""法律服务"", ""其他数字技术应用业""]","[""数字政府"", ""数字资本市场服务"", ""数字金融"", ""法律服务"", ""其他数字技术应用业""]"
PRO_004573,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化"", ""智能制造""]","[""银行金融服务"", ""数字政府"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化"", ""智能制造""]"
PRO_004609,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""其他数字政府"", ""法律服务"", ""行政办公自动化""]","[""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""其他数字政府"", ""法律服务"", ""行政办公自动化""]"
PRO_004555,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字金融"", ""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展""]","[""银行金融服务"", ""数字政府"", ""数字资本市场服务"", ""数字技术研究和试验发展""]"
PRO_004606,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""数字金融"", ""数字政府"", ""智能制造"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化""]","[""数字社会"", ""数字金融"", ""智能制造"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化""]"
PRO_004677,SUP_0298,1,"[""银行金融服务"", ""数字社会"", ""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""智能制造"", ""行政办公自动化"", ""铁路、道路、隧道和桥梁工程建筑"", ""土木工程建筑""]","[""数字社会"", ""数字政府"", ""数字金融"", ""数字技术研究和试验发展"", ""智能制造"", ""行政办公自动化"", ""铁路、道路、隧道和桥梁工程建筑"", ""土木工程建筑""]"
PRO_004656,SUP_0298,2,"[""银行金融服务"", ""数字社会"", ""综合管理服务"", ""数字金融"", ""互联网零售"", ""法律服务"", ""社会团体"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化""]","[""银行金融服务"", ""综合管理服务"", ""互联网零售"", ""法律服务"", ""社会团体"", ""其他数字政府"", ""数字技术研究和试验发展"", ""行政办公自动化""]"
